SALE TYPE,SOLD DATE,ADDRESS,CITY,STATE,ZIP CODE,PRICE,BEDS,BATHS,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,STATUS,MLS#
PAST SALE,2018,2655 Collins Ave #1003,Miami Beach,FL,33140,560000,1,1.5,1190,1975,197,471,Sold,A10180771
PAST SALE,2018,2333 Brickell Ave #1702,Miami,FL,33129,560000,2,2,1861,1975,290,301,Sold,A10423831
PAST SALE,2017,210 Seaview Dr #511,Key Biscayne,FL,33149,560000,2,2,1330,1972,673,421,Sold,A10155236
MLS Listing,,1900 N Bayshore Dr #1401,Miami,FL,33132,564900,2,2.5,1381,2007,12,409,Active,A10609828
MLS Listing,,199 Ocean Lane Dr #207,Key Biscayne,FL,33149,565000,2,2,1260,1974,166,448,Active,A10529513
MLS Listing,,1395 Brickell Ave #3313,Miami,FL,33131,565000,2,2.5,1366,2003,1,414,Active,A10601818
PAST SALE,2018,4141 Collins Ave #511,Miami Beach,FL,33140,565000,2,2,970,1981,302,582,Sold,A10390700
PAST SALE,2018,820 Cortez St,Coral Gables,FL,33134,565000,3,2,1336,1926,172,423,Sold,A10491961
PAST SALE,2016,1865 Brickell Ave Unit A2101,Miami,FL,33129,567500,2,2,1661,1975,984,342,Sold,A10012690
PAST SALE,2018,253 NE 2nd St #4307,Miami,FL,33132,567500,2,2,1293,2008,357,439,Sold,A10394456
PAST SALE,2016,219 SW 19 Rd,Miami,FL,33129,567500,3,2,1878,1968,1068,302,Sold,A2077737
MLS Listing,,1575 Euclid Ave Unit PHC,Miami Beach,FL,33139,568888,2,2,1150,1969,7,495,Active,A10610163
MLS Listing,,1330 West Ave #2107,Miami Beach,FL,33139,569000,2,2,1269,2001,7,448,Active,A10613057
PAST SALE,2018,881 Ocean Dr Unit L1,Key Biscayne,FL,33149,570000,1,1,930,1971,151,613,Sold,A10519235
PAST SALE,2016,2155 Washington Ct Unit N307,Miami Beach,FL,33139,570000,1,2,1027,2011,973,555,Sold,A2206114
MLS Listing,,1901 Brickell Ave Unit B2301,Miami,FL,33129,570000,2,2,1661,1975,460,343,Active,A10369968
PAST SALE,2016,550 Ocean Dr Unit 5F,Key Biscayne,FL,33149,570000,2,2,1325,1969,883,430,Sold,A10103756
PAST SALE,2016,2000 Bayshore Dr #610,Miami,FL,33137,570000,3,2,1432,2004,1043,398,Sold,A1620590
MLS Listing,,2720 SW 2 Ave,Miami,FL,33129,574999,2,2,1562,1951,202,368,Active,A10509629
PAST SALE,2018,1749 NE Miami Ct #202,Miami,FL,33132,575000,1,1,1605,2005,228,358,Sold,A10397693
MLS Listing,,2025 Brickell Ave #1903,Miami,FL,33129,575000,2,2.5,1666,1982,431,345,Active,A10383923
MLS Listing,,600 NE 36th St Ph 10,Miami,FL,33137,575000,2,2,1850,1973,4,311,Active,A10614046
MLS Listing,,6061 Collins Ave Unit 19C,Miami Beach,FL,33140,575000,2,2,1415,1982,8,406,Active,A10612211
PAST SALE,2018,101 Ocean Lane Dr #2011,Key Biscayne,FL,33149,575000,3,2,1734,1982,392,332,Sold,A10345185
MLS Listing,,875 Michael St,Miami Beach,FL,33141,575000,3,2.5,1632,1956,7,352,Active,A10612355
MLS Listing,,451 SW 24th Rd,Miami,FL,33129,575000,4,2,2078,1923,25,277,Active,A10599159
PAST SALE,2016,2410 Brickell Ave Unit 101C,Miami,FL,33129,575000,4,3,1546,1980,861,372,Sold,A10056129
PAST SALE,2016,455 Grand Bay Dr #711,Key Biscayne,FL,33149,575000,0,1,376,2001,840,1529,Sold,A10102059
PAST SALE,2017,250 Galen Dr #46,Key Biscayne,FL,33149,576000,3,2,1170,1973,474,492,Sold,A10307307
MLS Listing,,201 SW 17th Rd #401,Miami,FL,33141,579000,2,2,1342,2017,600,431,Active,A10298092
MLS Listing,,2831 S Bayshore Dr #407,Miami,FL,33133,580000,1,1,748,2018,20,775,Active,A10598801
PAST SALE,2018,1865 Brickell Ave Unit A1908,Miami,FL,33129,580000,2,2,1661,1975,284,349,Sold,A10385057
MLS Listing,,1800 N Bayshore Dr #2205,Miami,FL,33132,580000,2,2,1222,2007,20,475,Active,RX-10498308
PAST SALE,2018,2555 Collins Ave #2202,Miami Beach,FL,33140,580000,2,2,1005,1982,151,577,Sold,A10451422
PAST SALE,2018,2655 Collins Ave #1601,Miami Beach,FL,33140,580000,2,2,1645,1975,396,353,Sold,A10343482
PAST SALE,2018,1207 Madrid St,Coral Gables,FL,33134,580000,3,2,1517,1925,249,382,Sold,A10432412
PAST SALE,2017,231 Salamanca Ave,Coral Gables,FL,33134,580000,3,2,2355,1925,544,246,Sold,A10205723
MLS Listing,,,Miami Beach,FL,33141,580000,4,3,2249,1949,5,258,Active,A10614675
MLS Listing,,650 NE 32 St #4308,Miami,FL,33137,583000,1,1.5,967,2018,1,603,Active,A10615210
MLS Listing,,1600 NE 1st Ave #3712,Miami,FL,33132,585000,1,1.5,910,2019,12,643,Active,A10609841
MLS Listing,,1600 SW 1st Ave #807,Miami,FL,33129,585000,2,2.5,1119,2016,195,523,Active,A10512914
MLS Listing,,1010 Brickell Ave #2106,Miami,FL,33131,589000,1,2,1100,2017,10,535,Active,A10611543
MLS Listing,,881 Ocean Dr Unit L2,Key Biscayne,FL,33149,590000,1,1,930,1971,96,634,Active,A10568822
MLS Listing,,,Miami,FL,33129,590000,2,2,1188,2004,66,497,Active,A10583102
MLS Listing,,201 SW 17th Rd #502,Miami,FL,33129,590000,2,2,980,2016,188,602,Active,A10516967
MLS Listing,,1901 Brickell Ave Unit B1514,Miami,FL,33129,590000,2,2,1661,1975,340,355,Active,A10431819
PAST SALE,2016,2333 Brickell Ave #1905,Miami,FL,33129,590000,2,2,1460,1974,1017,404,Sold,A10043935
PAST SALE,2017,161 Crandon Blvd #127,Key Biscayne,FL,33149,590000,2,2,1600,1981,433,369,Sold,A10271260
PAST SALE,2016,1627 Brickell Ave #1104,Miami,FL,33129,590000,3,2.5,1732,1983,843,341,Sold,A2064484
MLS Listing,,600 NE 27th St #2503,Miami,FL,33137,590000,3,3,1535,2015,8,384,Active,A10612625
MLS Listing,,201 Crandon Blvd #1032,Key Biscayne,FL,33149,595000,1,2,1089,1978,19,546,Active,A10605320
PAST SALE,2016,2301 Collins Ave #1219,Miami Beach,FL,33139,595000,1,1,900,1926,880,661,Sold,A10110603
MLS Listing,,2475 Brickell Ave #1002,Miami,FL,33129,595000,2,2,1280,2001,39,465,Active,A10592828
MLS Listing,,2101 Brickell Ave #1707,Miami,FL,33129,595000,2,2,1367,2004,118,435,Active,A10555571
MLS Listing,,1900 N Bayshore Dr #4602,Miami,FL,33132,595000,2,2.5,1400,2008,1,425,Active,A10616295
MLS Listing,,7928 East Dr #705,North Bay Village,FL,33141,595000,2,3,1410,2009,3,422,Active,A10615907
MLS Listing,,5001 Collins Ave Unit 8H,Miami Beach,FL,33140,595000,2,2,1225,1967,12,486,Active,A10609587
MLS Listing,,2525 SW 3rd Ave #1601,Miami,FL,33129,595000,3,2,1238,2007,6,481,Active,A10613183
MLS Listing,,1169 SW 13th St,Miami,FL,33129,595000,3,2,1800,2018,26,331,Active,F10158180
MLS Listing,,716 NE 76th St,Miami,FL,33138,595500,2,1,1420,1939,7,419,Active,A10610124
MLS Listing,,1600 NE 1 Ave #1720,Miami,FL,33132,595900,2,2,1120,2019,15,532,Active,RX-10499613
MLS Listing,,3741 Kumquat Ave,Miami,FL,33133,598000,2,1,871,1939,8,687,Active,A10612459
MLS Listing,,177 Ocean Lane Dr #702,Key Biscayne,FL,33149,599000,1,1.5,840,1971,7,713,Active,A10609014
PAST SALE,2016,200 Ocean Lane Dr #304,Key Biscayne,FL,33149,599000,1,1,950,1961,932,631,Sold,A10077507
MLS Listing,,201 SW 17 Rd Ph 3,Miami,FL,33129,599000,2,2,1021,2016,168,587,Active,A10526968
MLS Listing,,201 SW 17th Rd #602,Miami,FL,33129,599000,2,2,980,2016,210,611,Active,A10504917
MLS Listing,,177 Ocean Lane Dr #106,Key Biscayne,FL,33149,599000,2,2,1260,1971,7,475,Active,A10612558
MLS Listing,,6515 Collins Ave #1109,Miami Beach,FL,33141,599000,2,2,1128,2004,7,531,Active,A10613130
MLS Listing,,5757 Collins Ave #402,Miami Beach,FL,33140,599000,2,2,1310,1991,7,457,Active,A10612619
MLS Listing,,311 SW 21st Rd,Miami,FL,33129,599000,3,2,1361,1940,125,440,Active,A10550959
MLS Listing,,1627 Brickell Ave #1705,Miami,FL,33129,599000,3,2.5,1732,1983,154,346,Active,A10534764
MLS Listing,,841 Granada Groves Ct,Coral Gables,FL,33134,599000,3,2,1886,1940,7,318,Active,A10613089
MLS Listing,,220 NE 45th St,Miami,FL,33137,599000,3,2,1472,1941,15,407,Active,A10608213
PAST SALE,2016,532 Zamora Ave,Coral Gables,FL,33134,599000,3,2,1558,1940,1007,384,Sold,A10065164
MLS Listing,,3621 Florida Ave,Miami,FL,33133,599000,4,2,1638,2015,4,366,Active,A10614802
MLS Listing,,6700 Indian Creek Dr #506,Miami Beach,FL,33141,599300,2,2,938,2013,11,639,Active,A10607985
MLS Listing,,1330 West Ave #801,Miami Beach,FL,33139,599500,2,2,1262,2001,7,475,Active,A10612697
MLS Listing,,2625 Collins Ave #1603,Miami Beach,FL,33140,600000,1,1.5,1075,1980,6,558,Active,F10161567
MLS Listing,,1600 SW 1st Ave #906,Miami,FL,33129,600000,2,2,862,2016,227,696,Active,A10494909
PAST SALE,2018,900 SW 24th Rd,Miami,FL,33129,600000,2,2,3751,1956,257,160,Sold,A10402043
MLS Listing,,5900 Collins Ave #1404,Miami Beach,FL,33140,600000,2,2,970,1989,5,619,Active,A10614875
PAST SALE,2017,1627 Brickell Ave #1101,Miami,FL,33129,600000,3,2.5,1792,1981,591,335,Sold,A10189215
PAST SALE,2017,338 Velarde Ave,Coral Gables,FL,33134,600000,3,2,1614,1968,594,372,Sold,A10280837
PAST SALE,2016,600 NE 27 St #2505,Miami,FL,33137,600000,3,2.5,1674,2015,883,358,Sold,A10009076
PAST SALE,2017,2801 SW 5th Ave,Miami,FL,33129,605000,2,2.5,1504,1939,636,402,Sold,A10188526
PAST SALE,2016,150 Ocean Lane Dr Unit 5D,Key Biscayne,FL,33149,605000,2,2,1335,1970,781,453,Sold,A10131476
PAST SALE,2016,50 Biscayne Blvd #1506,Miami,FL,33132,606000,2,2,1322,2007,1048,458,Sold,A2187913
PAST SALE,2017,1543 Bird Rd,Coral Gables,FL,33146,607500,4,2.5,2031,2002,501,299,Sold,A10329670
MLS Listing,,2101 Brickell #2707,Miami,FL,33129,609000,2,2,1357,2004,46,449,Active,A10590831
MLS Listing,,601 NE 27th St #1401,Miami,FL,33137,609900,2,2,1170,2016,4,521,Active,A10611402
MLS Listing,,2101 Brickell Ave #3106,Miami,FL,33129,610000,2,2,1188,2004,360,513,Active,A10420117
PAST SALE,2016,1900 Sunset Harbour Dr #701,Miami Beach,FL,33139,610000,2,2,1060,1996,,575,Sold,F1371634
MLS Listing,,321 SW 20th Rd,Miami,FL,33129,610000,3,2,1986,1958,4,307,Active,A10614566
MLS Listing,,3148 Mcdonald St #3148,Miami,FL,33133,610000,3,2.5,2162,2005,5,282,Active,A10614848
PAST SALE,2018,527 SW 19th Rd,Miami,FL,33129,610000,4,2,2369,1946,173,257,Sold,A10248284
MLS Listing,,177 Ocean Lane Dr #411,Key Biscayne,FL,33149,614900,2,2,1260,1971,56,488,Active,A10588219
MLS Listing,,1541 Brickell Ave Unit B504,Miami,FL,33129,615000,2,2,1750,1981,27,351,Active,A10600294
MLS Listing,,650 West Ave #3110,Miami Beach,FL,33139,615000,2,2,1078,1997,6,571,Active,A10613811
PAST SALE,2018,351 SW 29th Rd,Miami,FL,33129,615000,3,2,1606,1941,361,383,Sold,A10374575
PAST SALE,2018,1551 Bird Rd,Coral Gables,FL,33146,615000,3,2,2013,1971,242,306,Sold,A10361122
PAST SALE,2018,830 SW 27th Rd,Miami,FL,33129,615000,4,3,1896,1950,283,324,Sold,A10419402
PAST SALE,2018,170 Ocean Lane Dr #607,Key Biscayne,FL,33149,616000,2,2,1460,1981,260,422,Sold,A10340360
PAST SALE,2018,161 Crandon Blvd #319,Key Biscayne,FL,33149,618000,3,2,1600,1981,278,386,Sold,A10194068
MLS Listing,,2020 N Bayshore Dr #1504,Miami,FL,33137,619000,2,2,1245,2010,15,497,Active,A10608375
MLS Listing,,5161 Collins Ave #417,Miami Beach,FL,33140,619000,2,2,1030,1966,5,601,Active,A10613390
MLS Listing,,914 Pizarro St,Coral Gables,FL,33134,619000,3,2,1567,1970,13,395,Active,A10609345
MLS Listing,,1451 Brickell Ave #1202,Miami,FL,33131,620000,1,1.5,777,2017,7,798,Active,A10613353
MLS Listing,,450 SW 18th Ter,Miami,FL,33129,620000,2,1,1119,1939,2,554,Active,A10615885
MLS Listing,,332 SW 20th Rd,Miami,FL,33129,620000,2,1,1316,2018,209,471,Active,A10505678
PAST SALE,2017,1627 Brickell Ave #901,Miami,FL,33129,620000,3,2.5,1792,1983,628,346,Sold,A10107115
MLS Listing,,531 NE 52nd St,Miami,FL,33137,624000,4,2,2182,1949,9,286,Active,A10611827
MLS Listing,,151 Crandon Blvd #334,Key Biscayne,FL,33149,624500,2,2,1584,1980,133,394,Active,A10546694
PAST SALE,2018,455 Grand Bay Dr #625,Key Biscayne,FL,33149,625000,0,1,378,2001,109,1653,Sold,A10541932
PAST SALE,2017,110 Washington Ave #2322,Miami Beach,FL,33139,625000,1,1.5,826,2004,746,757,Sold,A10184859
MLS Listing,,177 Ocean Lane Dr #711,Key Biscayne,FL,33149,625000,2,2,1260,1971,250,496,Active,A10482548
PAST SALE,2018,155 Ocean Lane Dr #611,Key Biscayne,FL,33149,625000,2,2,1260,1973,348,496,Sold,A10327679
MLS Listing,,2 Grove Isle Dr Unit B1707,Miami,FL,33133,625000,2,2,1882,1980,4,332,Active,A10614644
MLS Listing,,501 NE 31st St #3008,Miami,FL,33137,625000,2,2,1238,2018,13,505,Active,A10609586
MLS Listing,,475 Brickell Ave #3015,Miami,FL,33131,625000,2,2,1168,2008,1,535,Active,A10616417
PAST SALE,2018,141 Crandon Blvd #438,Key Biscayne,FL,33149,625000,3,2,1720,1981,221,363,Sold,A10401826
PAST SALE,2016,730 Coral Way Ph -301,Coral Gables,FL,33134,625000,3,3,2010,1986,1054,311,Sold,A10021597
MLS Listing,,6700 Indian Creek Dr #805,Miami Beach,FL,33141,629000,2,2,942,2013,3,668,Active,A10615115
MLS Listing,,,Miami,FL,33129,630000,2,2.5,1337,2016,5,471,Active,A10614276
PAST SALE,2017,155 Ocean Ln #509,Key Biscayne,FL,33149,630000,2,2,1260,1973,607,500,Sold,A10200624
PAST SALE,2018,460 NE 28 St #1201,Miami,FL,33137,630000,2,2,1450,2015,298,434,Sold,A10217937
PAST SALE,2017,455 SW 26 Rd,Miami,FL,33129,630000,3,2,1754,1938,483,359,Sold,A10333332
PAST SALE,2016,177 Ocean Lane Dr #703,Key Biscayne,FL,33149,633600,1,1.5,840,1971,824,754,Sold,A10105225
MLS Listing,,1627 Brickell Ave #605,Miami,FL,33129,634000,3,2.5,1732,1983,170,366,Active,A10527220
MLS Listing,,201 SW 17 Rd #307,Miami,FL,33129,634900,2,2,1009,2016,168,629,Active,A10526915
MLS Listing,,121 Crandon Blvd #353,Key Biscayne,FL,33149,635000,2,2,1720,1981,145,369,Active,A10541212
PAST SALE,2017,2333 Brickell Ave #1511,Miami,FL,33129,637000,2,2,1460,1974,434,436,Sold,A10320296
MLS Listing,,900 Biscayne Blvd #4212,Miami,FL,33132,637000,2,2.5,1237,2008,6,515,Active,A10614176
PAST SALE,2016,650 Ocean Dr Unit 8E,Key Biscayne,FL,33149,638000,2,2,1518,1983,977,420,Sold,A10032060
MLS Listing,,1040 Biscayne Blvd #3307,Miami,FL,33132,638000,2,2,1123,2007,6,568,Active,A10602211
PAST SALE,2017,1541 Brickell Ave Unit A2401,Miami,FL,33129,638500,2,2,1697,1981,427,376,Sold,A10326527
MLS Listing,,,Key Biscayne,FL,33149,639000,2,2,1450,1982,109,441,Active,A10560180
MLS Listing,,1541 Brickell Ave Unit B904,Miami,FL,33129,639900,2,2,1640,1981,167,390,Active,F10138587
MLS Listing,,2 Grove Isle Dr Unit B508,Miami,FL,33133,639900,2,2,1642,1980,14,390,Active,A10608707
PAST SALE,2017,2301 Collins Ave #1618,Miami Beach,FL,33139,640000,1,1,840,1926,634,762,Sold,A10144362
PAST SALE,2017,1201 20th St #412,Miami Beach,FL,33139,640000,1,1.5,875,2016,707,731,Sold,A10140843
MLS Listing,,181 Crandon Blvd #306,Key Biscayne,FL,33149,640000,2,2,1600,1981,33,400,Active,A10586670
MLS Listing,,251 Crandon Blvd #204,Key Biscayne,FL,33149,640000,2,2,1532,1979,159,418,Active,A10532637
MLS Listing,,1600 NE 1st Ave #3616,Miami,FL,33132,640000,2,2,1110,2019,12,577,Active,A10609857
MLS Listing,,320 SW 24th Rd,Miami,FL,33129,640000,3,3,1789,1940,152,358,Active,A10536703
MLS Listing,,1627 Brickell Ave #2901,Miami,FL,33129,640000,3,2.5,1792,1983,173,357,Active,A10524812
PAST SALE,2018,2451 Brickell Ave Unit 3J,Miami,FL,33129,640000,3,3,1703,1963,314,376,Sold,A10358087
PAST SALE,2017,751 Fairway Dr,Miami Beach,FL,33141,643500,3,2,2379,1952,697,270,Sold,A10008616
PAST SALE,2017,2101 Brickell Ave #2607,Miami,FL,33129,645000,2,2,1367,2004,567,472,Sold,A10281789
PAST SALE,2018,2451 Brickell Ave Unit 5D,Miami,FL,33129,649000,3,3,1703,1963,346,381,Sold,A10288274
MLS Listing,,141 Crandon Blvd #340,Key Biscayne,FL,33149,649000,3,2,1715,1981,7,378,Active,A10610882
MLS Listing,,3841 Kumquat Ave,Coconut Grove,FL,33133,649000,3,2,1354,1965,7,479,Active,A10610428
MLS Listing,,2333 Brickell Ave #2802,Miami,FL,33129,650000,2,2,1490,1974,45,436,Active,A10591296
MLS Listing,,1011 NE 72nd St,Miami,FL,33138,650000,2,2,1223,1956,12,531,Active,A10610047
MLS Listing,,888 Biscayne Blvd #5502,Miami,FL,33132,650000,2,2.5,1331,2008,14,488,Active,A10604444
MLS Listing,,900 Biscayne Blvd #2712,Miami,FL,33132,650000,2,2.5,1237,2008,18,525,Active,A10605966
PAST SALE,2017,429 SW 28th Rd,Miami,FL,33129,650000,3,2,1740,1938,536,374,Sold,A10262155
PAST SALE,2016,,Miami,FL,33129,650000,3,2.5,2124,1980,1026,306,Sold,A2138344
PAST SALE,2018,115 SW 23rd Rd,Miami,FL,33129,650000,3,2,1979,1952,129,328,Sold,A10482450
PAST SALE,2017,55 Ocean Lane Dr #2019,Key Biscayne,FL,33149,650000,3,2,1734,1982,607,375,Sold,A10209978
PAST SALE,2018,410 SW 26th Rd,Miami,FL,33129,650000,4,3,1838,1925,192,354,Sold,A10482154
MLS Listing,,1541 Brickell Ave Unit C3506,Miami,FL,33129,655000,2,2,1640,1981,126,399,Active,A10551295
MLS Listing,,251 Crandon Blvd #629,Key Biscayne,FL,33149,659000,2,2,1532,1979,125,430,Active,A10458790
MLS Listing,,6917 Collins Ave #403,Miami Beach,FL,33141,659900,2,2.5,1238,1969,11,533,Active,A10610991
MLS Listing,,1600 SW 1st Ave Unit TH-7,Miami,FL,33129,660000,2,3,1419,2016,123,465,Active,A10552560
PAST SALE,2018,2900 NE 7 Ave #3801,Miami,FL,33137,660000,2,2.5,1229,2017,270,537,Sold,A10314423
PAST SALE,2018,242 SW 21st Rd,Miami,FL,33129,660000,3,2.5,2324,1946,343,284,Sold,A10379250
MLS Listing,,3169 SW 25th St,Miami,FL,33133,660000,3,3.5,2064,2019,11,320,Active,A10610719
MLS Listing,,3167 SW 25th St,Miami,FL,33133,660000,3,3.5,2064,2019,11,320,Active,A10610068
PAST SALE,2018,1607 Ponce De Leon Blvd Unit 11B,Coral Gables,FL,33134,660000,3,2,1388,2008,316,476,Sold,A10331851
PAST SALE,2017,199 Ocean Lane Dr #205,Key Biscayne,FL,33149,665000,2,2,1260,1974,456,528,Sold,A10153809
MLS Listing,,501 NE 31 St #1608,Miami,FL,33137,665000,2,2,1222,2018,14,544,Active,A10608897
MLS Listing,,2881 SW 34th Ave #2881,Miami,FL,33133,665000,4,4,2500,2019,6,266,Active,A10611555
MLS Listing,,151 N Crandon Blvd #534,Key Biscayne,FL,33149,669000,2,2,1584,1980,79,422,Active,A10568993
MLS Listing,,251 Crandon Blvd #222,Key Biscayne,FL,33149,670000,2,2,1546,1979,33,433,Active,A10597873
MLS Listing,,199 Ocean Lane Dr #813,Key Biscayne,FL,33149,670000,2,2,1260,1974,57,532,Active,A10587232
PAST SALE,2017,121 Crandon Blvd #153,Key Biscayne,FL,33149,670000,2,2,1720,1981,474,390,Sold,A10323105
PAST SALE,2017,2655 Collins Ave #612,Miami Beach,FL,33140,670000,2,2,1645,1973,628,407,Sold,A10216043
PAST SALE,2018,3333 Rice St #401,Miami,FL,33133,670000,3,3,1644,2006,266,408,Sold,A10300055
PAST SALE,2016,3227 Margaret St #3227,Coconut Grove,FL,33133,670000,3,2.5,2521,2007,795,266,Sold,A10157312
MLS Listing,,201 Crandon Blvd #1220,Key Biscayne,FL,33149,675000,1,1.5,1078,1978,29,626,Active,A10598408
MLS Listing,,201 SW 17th Rd #801,Miami,FL,33129,675000,2,2,1038,2017,266,650,Active,A10470930
MLS Listing,,1865 Brickell Ave Unit A1613,Miami,FL,33129,675000,2,2,1467,1975,566,460,Active,A10302374
PAST SALE,2017,177 Ocean Lane Dr #613,Key Biscayne,FL,33149,675000,2,2,1260,1971,430,536,Sold,A10098958
PAST SALE,2018,1915 Brickell Ave Unit C1508,Miami,FL,33129,675000,3,2.5,2124,1980,227,318,Sold,A10407162
PAST SALE,2018,101 Crandon Blvd #275,Key Biscayne,FL,33149,675000,3,2,1720,1981,271,392,Sold,A10426087
MLS Listing,,1121 Crandon Blvd Unit F203,Key Biscayne,FL,33149,678000,2,2,1597,1971,187,425,Active,A10507556
MLS Listing,,1627 Brickell Ave #905,Miami,FL,33129,679999,3,2.5,1732,1983,124,393,Active,A10552179
MLS Listing,,2127 Brickell Ave #806,Miami,FL,33129,680000,1,2,1210,1993,3,562,Active,A10615173
MLS Listing,,2020 N Bayshore Dr #1709,Miami,FL,33137,680000,2,2,1128,2010,6,603,Active,A10613851
PAST SALE,2017,243 Meridian Ave #213,Miami Beach,FL,33139,680000,2,2.5,1240,2006,558,548,Sold,A10170891
MLS Listing,,1627 Brickell Ave #2504,Miami,FL,33129,680000,3,2.5,1732,1983,77,393,Active,A10574615
MLS Listing,,1600 SW 1st Ave #1010,Miami,FL,33129,680000,3,3,1203,2016,209,565,Active,A10504790
PAST SALE,2016,2451 Brickell Ave Unit 5E-5F,Miami,FL,33129,680000,3,3,2189,1963,941,311,Sold,A10067847
PAST SALE,2016,653 NE 73 St,Miami,FL,33138,680000,4,3,2259,1936,1005,301,Sold,A10001652
PAST SALE,2016,1901 Brickell Ave Unit B1109,Miami,FL,33129,680750,3,2.5,2133,1975,983,319,Sold,A10001221
MLS Listing,,601 NE 27th St #901,Miami,FL,33137,685000,2,2,1170,2016,11,585,Active,A10611236
MLS Listing,,2924 Center St #2924,Miami,FL,33133,685000,3,2.5,2000,2007,12,343,Active,A10608834
MLS Listing,,3225 Virginia St #3225,Coconut Grove,FL,33133,685000,3,2.5,1724,2002,14,397,Active,A10608682
MLS Listing,,1623 Collins Ave #509,Miami Beach,FL,33139,689000,2,2,1180,1980,7,584,Active,A10613293
MLS Listing,,1627 Brickell Ave #2505,Miami,FL,33129,689000,3,2.5,1732,1983,270,398,Active,A10471808
PAST SALE,2018,200 Ocean Lane Dr Unit PB4,Key Biscayne,FL,33149,690000,1,1,950,1961,158,726,Sold,A10524103
MLS Listing,,1451 Brickell Ave #1602,Miami,FL,33131,690000,1,1.5,777,2017,7,888,Active,A10613368
MLS Listing,,155 Ocean Lane Dr #405,Key Biscayne,FL,33149,690000,2,2,1260,1973,54,548,Active,A10588950
MLS Listing,,151 Crandon Blvd #438,Key Biscayne,FL,33149,690000,2,2,1547,1980,200,446,Active,A10509510
MLS Listing,,1100 Biscayne Blvd #4202,Miami,FL,33132,690000,2,2.5,1557,2009,8,443,Active,A10612550
MLS Listing,,141 Crandon Blvd #341,Key Biscayne,FL,33149,690000,3,2,1715,1981,158,402,Active,A10534163
MLS Listing,,455 Grand Bay Dr #1224,Key Biscayne,FL,33149,695000,0,1,376,2001,54,1848,Active,A10589257
MLS Listing,,2101 Brickell Ave #3402,Miami,FL,33129,695000,2,2,1188,2004,27,585,Active,A10600127
MLS Listing,,1541 Brickell Ave Unit T108,Miami,FL,33129,695000,2,2.5,1420,1981,56,489,Active,A10586338
MLS Listing,,,Key Biscayne,FL,33149,695000,2,2,1409,1971,160,493,Active,A10532653
MLS Listing,,2020 N Bayshore Dr #1804,Miami,FL,33137,695000,2,2,1135,2010,2,612,Active,A10616049
MLS Listing,,2001 Meridian Ave #103,Miami Beach,FL,33139,695000,2,2.5,1328,2005,1,523,Active,A10616271
MLS Listing,,1886 Brickell Ave #2,Miami,FL,33129,695000,3,3,2700,1977,107,257,Active,A10561063
MLS Listing,,158 SW 20th Rd,Miami,FL,33129,695000,3,3,2234,1923,353,311,Active,A10409410
MLS Listing,,1825 SW 12th Ave,Miami,FL,33129,695000,4,3,2389,1950,10,291,Active,A10610731
MLS Listing,,177 Ocean Lane Dr #813,Key Biscayne,FL,33149,698000,2,2,1260,1971,27,554,Active,A10600133
MLS Listing,,7901 Hispanola Ave #1502,North Bay Village,FL,33141,699000,2,2.5,1753,2007,1,399,Active,A10605495
MLS Listing,,1830 SW 2nd Ct,Miami,FL,33129,699000,3,2,1988,1973,31,352,Active,A10598044
MLS Listing,,1119 Obispo Ave,Coral Gables,FL,33134,699500,2,2,1744,1925,14,401,Active,A10608843
PAST SALE,2017,199 Ocean Lane Dr #1111,Key Biscayne,FL,33149,700000,2,2,1260,1974,743,556,Sold,A10162664
PAST SALE,2016,2899 Collins Ave Unit PHK,Miami Beach,FL,33140,700000,2,2.5,1590,1966,889,440,Sold,A10070144
MLS Listing,,1541 Brickell Ave Unit C1206,Miami,FL,33129,700000,3,3,1842,1981,278,380,Active,F10122202
PAST SALE,2016,2333 Brickell Ph 212,Miami,FL,33129,700000,3,3,1860,1974,851,376,Sold,A10079438
PAST SALE,2016,300 Sunrise Dr Unit 3A & B,Key Biscayne,FL,33149,700000,3,3,1310,1963,1033,534,Sold,A2100903
PAST SALE,2018,81 SW 19th Rd,Miami,FL,33129,700000,5,4,2754,1968,388,254,Sold,A10229167
PAST SALE,2016,10007 NE 4th Ave,Miami Shores,FL,33138,705000,4,3.5,2746,1930,824,257,Sold,A10101311
MLS Listing,,1600 SW 1st Ave #601,Miami,FL,33129,709000,3,3,1352,2016,292,524,Active,A10448589
MLS Listing,,2101 Brickell Ave #2806,Miami,FL,33129,710000,2,2,1367,2004,55,519,Active,A10587187
PAST SALE,2017,50 Ocean Lane Dr #106,Key Biscayne,FL,33149,710000,3,2,1360,1991,592,522,Sold,A10280430
MLS Listing,,345 SW 32nd Rd,Miami,FL,33129,710000,4,3,1824,1936,144,389,Active,A10541320
PAST SALE,2016,2101 Brickell Ave #1606,Miami,FL,33129,712500,2,2,1367,2004,1057,521,Sold,A2152189
PAST SALE,2017,141 Crandon Blvd #242,Key Biscayne,FL,33149,715000,2,2,1720,1981,503,416,Sold,A10317917
PAST SALE,2018,740 SW 25th Rd,Miami,FL,33129,717500,5,3,2854,1948,265,251,Sold,A10361612
MLS Listing,,3131 NE 7th Ave #4402,Miami,FL,33137,718500,1,1.5,1124,2018,18,639,Active,A10607077
